,tweet_index,comp,positive,negative,neutral,text,created_at
295,-296,0.2023,0.141,0.0,0.859,Two ride-hailing firms based in South-East Asia are competing for dominance https://t.co/vyC2GAKgl7,Thu Oct 04 03:55:50 +0000 2018
296,-297,-0.6808,0.0,0.359,0.641,Primera Air's collapse serves as a warning for other low-cost long-haul hopefuls https://t.co/FXWqtg4pqf,Thu Oct 04 03:36:00 +0000 2018
297,-298,0.4588,0.333,0.0,0.667,William Boyd's prose is characteristically faultless https://t.co/2E4wYQM9He,Thu Oct 04 03:18:46 +0000 2018
298,-299,0.8402,0.337,0.101,0.562,"RT @EconCulture: This sweeping tale of love and revenge, fate and free will, surrender and control will delight its author's many fans http…",Thu Oct 04 02:59:13 +0000 2018
299,-300,0.5719,0.163,0.0,0.837,"Kai-Fu Lee thinks China has the edge in the four determinants of AI success: brains, capital, regulation and data https://t.co/4EzRbozfgq",Thu Oct 04 02:41:54 +0000 2018
300,-301,0.4019,0.252,0.0,0.748,The Tory Party is split down the middle https://t.co/4WOtQ6sRm9,Mon Oct 01 18:57:36 +0000 2018
301,-302,0.4767,0.154,0.0,0.846,The Birmingham Conservative Conference is a reminder of one of the liveliest debates about the 2017 election debacle https://t.co/1ZfUurQ2vy,Mon Oct 01 18:39:05 +0000 2018
302,-303,0.0,0.0,0.0,1.0,What Birmingham means to today’s Conservatives https://t.co/v44zjCsJ0V,Mon Oct 01 18:32:14 +0000 2018
303,-304,0.34,0.107,0.0,0.893,It is just under six months until the scheduled date for Brexit. How do gamblers view the state of play? https://t.co/Kp8YJNlR2G,Mon Oct 01 18:17:06 +0000 2018
304,-305,-0.0516,0.141,0.155,0.704,Gamblers give a 40% chance that Brexit’s deadline arrives with no deal https://t.co/GQHzNYfqUz,Mon Oct 01 18:15:49 +0000 2018
305,-306,-0.1027,0.152,0.177,0.671,The scandal surrounding Northern Ireland's Renewable Heat Incentive has tarnished the DUP  https://t.co/kCJEcLCPhu,Mon Oct 01 17:57:45 +0000 2018
306,-307,0.0,0.0,0.0,1.0,How does influenza evolve? https://t.co/XJIiu8lDQ7,Mon Oct 01 17:41:31 +0000 2018
307,-308,0.128,0.086,0.0,0.914,"President Xi Jinping has launched a campaign to “sinicise” religion, ie, to eliminate foreign influence and instil… https://t.co/lpEyP0DyOu",Mon Oct 01 17:26:04 +0000 2018
308,-309,0.5423,0.212,0.0,0.788,James Allison and Tasuku Honjo received the award for their research into immunotherapy https://t.co/EG4OlkZDw9,Mon Oct 01 17:19:03 +0000 2018
309,-310,0.6124,0.417,0.0,0.583,Can Martín Vizcarra restore Peruvians' faith in democracy?  https://t.co/DGM5wn9VGw,Mon Oct 01 17:07:47 +0000 2018
310,-311,-0.9001,0.0,0.611,0.389,Gun violence has killed 6.5m people worldwide since 1990 https://t.co/iSH4F2WB3y,Mon Oct 01 17:05:01 +0000 2018
311,-312,-0.4215,0.0,0.237,0.763,A referendum on Macedonia’s new name fails to settle anything https://t.co/Uktu5progc,Mon Oct 01 16:50:52 +0000 2018
312,-313,0.0,0.0,0.0,1.0,Passport-flogging has been a lifeline for hurricane-hit Caribbean states https://t.co/3YyuUVyKh0,Mon Oct 01 16:46:43 +0000 2018
313,-314,-0.2732,0.0,0.344,0.656,A spectre is haunting China https://t.co/A8Sv8O456j,Mon Oct 01 16:29:05 +0000 2018
314,-315,0.0,0.0,0.0,1.0,"Between 1986 and 2005 China’s national cremation rate rose steadily, from 26% of corpses to 53% https://t.co/w4w7vBlmYK",Mon Oct 01 16:19:02 +0000 2018
315,-316,0.0,0.0,0.0,1.0,The independence movement is dormant in Quebec's election https://t.co/8hhJGajxlW,Mon Oct 01 16:17:06 +0000 2018
316,-317,0.1531,0.28,0.206,0.514,The Nobel prize for medicine is awarded for a new type of cancer treatment https://t.co/8p6qFeiS2I,Mon Oct 01 16:03:32 +0000 2018
317,-318,0.0387,0.052,0.0,0.948,"The number of UAE firms being used as vehicles to dodge tax is impossible to determine, but may be ""many thousands""… https://t.co/zTuQD9tOFw",Mon Oct 01 15:46:41 +0000 2018
318,-319,-0.4019,0.102,0.196,0.702,The good news is the appetite for change; the bad news is that men's predation of women risks becoming one more bat… https://t.co/Id6OBnBpDM,Mon Oct 01 15:27:27 +0000 2018
319,-320,0.0,0.0,0.0,1.0,A vigorous economic recovery still looks impossible in Argentina https://t.co/BW8bk2JkYB,Mon Oct 01 15:07:49 +0000 2018
320,-321,0.0,0.0,0.0,1.0,"Sebastián Piñera unveiled his first big reform proposal in August, but it has had mixed reviews https://t.co/pMlea6XWHN",Mon Oct 01 14:49:08 +0000 2018
321,-322,-0.5719,0.0,0.222,0.778,Brent crude costs nearly three times as much now as in early 2016 https://t.co/xYZWIze8Xb,Mon Oct 01 14:29:15 +0000 2018
322,-323,0.6369,0.257,0.0,0.743,The BRICS' bank has approved a higher total value of loans than the Asian Infrastructure Investment Bank https://t.co/Cg3AdqdgWz,Mon Oct 01 14:09:50 +0000 2018
323,-324,-0.228,0.0,0.16,0.84,Dictators face less pressure to be abstemious in the air https://t.co/ccnpNe3gXB,Mon Oct 01 13:50:03 +0000 2018
324,-325,-0.2732,0.0,0.095,0.905,The Raleses' acquisition policy is rigorous. Each artist they buy has to have been exhibiting for at least 15 years https://t.co/nR75U17OSP,Mon Oct 01 13:30:57 +0000 2018
325,-326,0.0,0.0,0.0,1.0,"Robert Lighthizer, America's chief trade negotiator, wants to scrap a judicial-review system for duties https://t.co/euDdlStqbx",Mon Oct 01 13:11:46 +0000 2018
326,-327,0.0,0.0,0.0,1.0,"As more countries jump on to the citizenship-by-investment bandwagon, competition will intensify https://t.co/HBUlgZkpaJ",Mon Oct 01 12:55:28 +0000 2018
327,-328,0.765,0.409,0.0,0.591,The political parties championing independence are well behind the front-runners in Quebec's election https://t.co/tx9uiMkO97,Mon Oct 01 12:36:34 +0000 2018
328,-329,-0.1779,0.0,0.116,0.884,"""AI Superpowers"" should be taken seriously. But it is not the final word https://t.co/e5FOR6xsEG",Mon Oct 01 12:21:02 +0000 2018
329,-330,-0.5423,0.0,0.212,0.788,Deeper cultural change is still needed to deal with harassment in American workplaces https://t.co/CKIdhXq0NU,Mon Oct 01 12:02:26 +0000 2018
330,-331,-0.4939,0.0,0.151,0.849,"The Greens have been helped by summer droughts in Germany, reminding voters of the dangers of climate change https://t.co/ppn1t1U4zZ",Mon Oct 01 11:46:40 +0000 2018
331,-332,0.0,0.0,0.0,1.0,"Thirty years on, there are still lessons to be learned from “Matilda” https://t.co/m2qZrPdlBK",Mon Oct 01 11:29:32 +0000 2018
332,-333,0.0,0.0,0.0,1.0,Think twice about copying your boss's habits https://t.co/ajtfaAZD8I,Mon Oct 01 11:11:00 +0000 2018
333,-334,0.3612,0.135,0.0,0.865,Esi Edugyan makes Wash a gifted storyteller; his keen observations bear the hallmarks of his artistic sensibility https://t.co/QP0Jp5o7S8,Mon Oct 01 10:52:18 +0000 2018
334,-335,-0.3182,0.0,0.113,0.887,A city battered by the loss of industry and the closing of the northern French mines is reinventing itself https://t.co/E5Zp1hm9fa,Mon Oct 01 10:33:08 +0000 2018
335,-336,0.0,0.0,0.0,1.0,Is a no-deal Brexit closer than ever? Listen to the latest episode of “The week ahead” podcast https://t.co/X5fR1BzHTc,Mon Oct 01 10:14:30 +0000 2018
336,-337,0.0,0.0,0.0,1.0,Can liberal democracies survive identity politics? https://t.co/OIvRJ33zGP,Mon Oct 01 09:56:00 +0000 2018
337,-338,0.2263,0.119,0.0,0.881,Such companies allow customers to watch their cars being made in purpose-built viewing galleries https://t.co/yyrWzR8KKv,Mon Oct 01 09:37:41 +0000 2018
338,-339,-0.0772,0.124,0.141,0.734,Comcast shares have fallen nearly 7% since it paid £30.6bn for control of Sky https://t.co/o8sYqPTOkb,Mon Oct 01 09:19:24 +0000 2018
339,-340,-0.3818,0.0,0.178,0.822,Kremlin-backed candidates are losing elections following a proposed hike in Russia's retirement age https://t.co/C1BzMgI68j,Mon Oct 01 09:00:59 +0000 2018
340,-341,0.6124,0.357,0.0,0.643,The deal hopes to restore gleam to a grubby-looking gold industry https://t.co/B9SHJdceaK,Mon Oct 01 08:42:15 +0000 2018
341,-342,0.0,0.0,0.0,1.0,Peru’s providential president https://t.co/9AwgSDKGTB,Mon Oct 01 08:23:30 +0000 2018
342,-343,0.0,0.0,0.0,1.0,"Private capital is more suited to ideas-rich firms, as private companies do not have to give away plans for spendin… https://t.co/OXUV2OO9WW",Mon Oct 01 08:04:45 +0000 2018
343,-344,-0.0258,0.127,0.131,0.742,Many of the faithful are appalled that the pope would recognise priests over whose appointment the stridently athei… https://t.co/2HezWEPZlt,Mon Oct 01 07:46:10 +0000 2018
344,-345,-0.4588,0.0,0.273,0.727,Iran’s troubles are mounting at home and abroad https://t.co/wp8s3Kg8n9,Mon Oct 01 07:30:11 +0000 2018
345,-346,0.3182,0.133,0.0,0.867,Most of the trade deal's original 24 chapters have gone untouched in the revised deal https://t.co/DkdreNB2Aw,Mon Oct 01 07:11:47 +0000 2018
346,-347,-0.8442,0.0,0.394,0.606,"Emerging from the war burdened with debt, Britain found itself being gradually supplanted as a global power https://t.co/ALWWLXij2p",Mon Oct 01 06:52:42 +0000 2018
347,-348,0.128,0.194,0.158,0.647,Even marriage to a Chinese national brings no special residency rights https://t.co/uwl7bSF1Lt,Mon Oct 01 06:33:23 +0000 2018
348,-349,-0.5423,0.0,0.163,0.837,"Ayushman Bharat aims to install a safety-net for the poorest half-billion of India’s 1.3bn citizens, which is to sa… https://t.co/970ulQSqSf",Mon Oct 01 06:14:00 +0000 2018
349,-350,0.0,0.0,0.0,1.0,Carrefour adds to the intrigue around a rival French grocer https://t.co/K646Amlm3R,Mon Oct 01 06:03:11 +0000 2018
350,-351,0.0772,0.067,0.0,0.933,An extraordinary number of Chinese people are going abroad—and then mostly returning. What impact will they have on… https://t.co/lMZ8dVutLn,Mon Oct 01 06:00:57 +0000 2018
351,-352,0.34,0.112,0.0,0.888,"In the wake of the British government’s austerity policies, punk is once again giving voice to young people’s frust… https://t.co/ApVJIHCN3R",Mon Oct 01 05:44:17 +0000 2018
352,-353,-0.8555,0.0,0.37,0.63,The corruption scandals and unexplained murders of critics that marred Abdulla Yameen’s rule are likely to be inves… https://t.co/c3yPYOl5aQ,Mon Oct 01 05:25:05 +0000 2018
353,-354,0.0,0.0,0.0,1.0,A tie-up is mooted between Emirates and Etihad https://t.co/wimDKu50B7,Mon Oct 01 05:19:33 +0000 2018
354,-355,-0.0516,0.0,0.107,0.893,What Russia’s upgrade of Syria’s air defences means for Israel https://t.co/E8VGVgOdAU,Mon Oct 01 05:00:22 +0000 2018
355,-356,0.0,0.0,0.0,1.0,The merger could surpass American Airlines to be the world's biggest airline group  https://t.co/pN4s4L5ceC,Mon Oct 01 04:40:55 +0000 2018
356,-357,0.3612,0.171,0.0,0.829,"The Federal Reserve has created a new benchmark dollar interest rate to replace LIBOR, but pickup has been slow https://t.co/ROjzIVqhjt",Mon Oct 01 04:21:39 +0000 2018
357,-358,-0.0516,0.0,0.066,0.934,"After Britain voted to leave the EU, member states moved fast to forge a consensus—and have maintained it https://t.co/qpiMvYk6de",Mon Oct 01 04:02:45 +0000 2018
358,-359,0.0,0.0,0.0,1.0,Why independence is not on the ballot in Quebec’s election https://t.co/PkLbj76tQ2,Mon Oct 01 03:44:42 +0000 2018
359,-360,0.2846,0.163,0.0,0.837,"Countries should be free to sell citizenship, but not to crooks https://t.co/PXoEaWTCgW",Mon Oct 01 03:24:45 +0000 2018
360,-361,-0.8591,0.0,0.548,0.452,The centenary of the 20th century’s worst catastrophe https://t.co/qGMgP70MND,Mon Oct 01 03:05:26 +0000 2018
361,-362,-0.2732,0.146,0.211,0.643,This has already been Indonesia’s deadliest year for natural disasters since 2010 https://t.co/E4nmouyWdS,Mon Oct 01 02:46:03 +0000 2018
362,-363,0.7178,0.3,0.0,0.7,".@GlenstoneMuseum has two magnificent works by Cildo Meireles, probably the most important living Brazilian artist https://t.co/m3GEe2rMGN",Mon Oct 01 02:27:51 +0000 2018
363,-364,0.6486,0.306,0.0,0.694,Lebanon’s government could save money by raising energy tariffs and reducing electricity theft https://t.co/lkyK51Lkv3,Mon Oct 01 02:07:45 +0000 2018
364,-365,0.3612,0.129,0.057,0.813,Kenny Laguna‘s ear for a tune and for what made a hit record combined with Joan Jett’s desire for toughness https://t.co/NJeqUrWgfl,Mon Oct 01 01:49:13 +0000 2018
365,-366,0.0,0.0,0.0,1.0,"Though European states continue to uphold the nuclear deal, some have left Iran to twist in the wind https://t.co/KF29WGuL4M",Mon Oct 01 01:30:40 +0000 2018
366,-367,-0.1531,0.185,0.205,0.61,"You do not have to be popular to run an authoritarian state, but Abdel-Fattah al-Sisi risks losing the support of E… https://t.co/EEyV8MyfuL",Mon Oct 01 01:10:46 +0000 2018
367,-368,0.6369,0.181,0.0,0.819,Two recently published accounts of life in Donald Trump's White House paint a picture of aides doing their best to… https://t.co/aWLsMqgP27,Mon Oct 01 01:00:41 +0000 2018
368,-369,0.34,0.179,0.0,0.821,An African enclave in China shows the limits of Chinese openness https://t.co/bNAQDefTd3,Mon Oct 01 00:51:00 +0000 2018
369,-370,-0.296,0.0,0.196,0.804,There are no quick fixes for South Africa’s economy https://t.co/HNVCJkn0MQ,Mon Oct 01 00:31:56 +0000 2018
370,-371,0.4588,0.333,0.0,0.667,William Boyd's prose is characteristically faultless https://t.co/bzscsIHnmJ,Mon Oct 01 00:12:33 +0000 2018
371,-372,0.4767,0.256,0.0,0.744,The beleaguered BRICS can be proud of their bank https://t.co/DUiLRHPkWA,Sun Sep 30 23:54:02 +0000 2018
372,-373,0.0,0.0,0.0,1.0,Officials in China use strong-arm tactics to curb burials https://t.co/egYC1nq9eO,Sun Sep 30 23:34:45 +0000 2018
373,-374,0.5719,0.316,0.0,0.684,American creditors say China should honour pre-Communist debts https://t.co/RqCv4BqISx,Sun Sep 30 23:14:43 +0000 2018
374,-375,-0.2023,0.0,0.231,0.769,Selling citizenship is big business—and controversial https://t.co/arsooKV3Zn,Sun Sep 30 22:56:03 +0000 2018
375,-376,-0.296,0.0,0.099,0.901,"The totality of Ms Wang’s performance means that, in the eyes of many critics, she “represents a new breed” of musi… https://t.co/g0hm2e56q9",Sun Sep 30 22:37:38 +0000 2018
376,-377,-0.296,0.0,0.099,0.901,"In Iraq, the breakdown of order since 2003 has allowed Islamist militias and vigilantes to impose their own idea of… https://t.co/SwWpRVa7ul",Sun Sep 30 22:19:21 +0000 2018
377,-378,-0.3182,0.0,0.247,0.753,Steering Chile away from the middle-income trap https://t.co/0LSvi99QlT,Sun Sep 30 22:00:57 +0000 2018
378,-379,-0.7845,0.0,0.53,0.47,Victims of forced sterilisation in Japan fight for compensation https://t.co/yXu36pTyct,Sun Sep 30 21:42:05 +0000 2018
379,-380,0.0,0.0,0.0,1.0,"During the Cultural Revolution, the builders of the New China did not need his old tales, those remnants of the imp… https://t.co/KssCVmTEFe",Sun Sep 30 21:22:24 +0000 2018
380,-381,-0.3182,0.0,0.113,0.887,Five countries in Asia are dumping more plastic into the ocean than the rest of the world combined https://t.co/4B9rZ79XFA,Sun Sep 30 21:18:25 +0000 2018
381,-382,-0.3612,0.0,0.238,0.762,Latin American leaders are embarrassed by their aeroplanes https://t.co/ClzSGaITtQ,Sun Sep 30 21:02:36 +0000 2018
382,-383,-0.296,0.091,0.156,0.753,"Lille is home to a growing startup scene. But close by, inequality and unemployment are rampant https://t.co/ARB1qo2fUA",Sun Sep 30 20:44:07 +0000 2018
383,-384,0.5571,0.213,0.0,0.787,“Joy as an Act of Resistance” suggests that challenging prevailing attitudes does not always mean anger and broken… https://t.co/5eUdGFZNyr,Sun Sep 30 20:25:09 +0000 2018
384,-385,-0.3182,0.0,0.133,0.867,The term “cultural appropriation” fundamentally misunderstands the process by which all cultures form and progress… https://t.co/omE9zT71Ep,Sun Sep 30 20:07:31 +0000 2018
385,-386,0.0258,0.216,0.209,0.576,The deal is chiefly motivated by Etihad's financial woes https://t.co/HQoxrDLksZ,Sun Sep 30 19:51:01 +0000 2018
386,-387,0.2732,0.178,0.093,0.729,"Enoch Powell would have been against Britain joining the EU. Awkwardly for liberals, he was also a fervent fan of f… https://t.co/kPBEnUaLBG",Sun Sep 30 19:33:50 +0000 2018
387,-388,0.0,0.0,0.0,1.0,Startups need much less capital to grow than in the past https://t.co/kIXBArHllI,Sun Sep 30 19:14:43 +0000 2018
388,-389,0.7096,0.349,0.0,0.651,"Which 1960s British politician inspired the UK Independence Party? Meet ""Enochonomics"" #OpenFuture https://t.co/NaTTOLVlLI",Sun Sep 30 18:55:31 +0000 2018
389,-390,-0.4588,0.117,0.297,0.586,There is a suspicion that the citizenship-selling business is one where money helps dodgy people cut corners https://t.co/09FXrx3oYm,Sun Sep 30 18:37:37 +0000 2018
390,-391,0.0,0.0,0.0,1.0,"""More than 60 American police departments use some form of “predictive policing” to guide their day-to-day operatio… https://t.co/PeDzrUR4EQ",Sun Sep 30 18:21:27 +0000 2018
391,-392,0.4019,0.13,0.0,0.87,"The Economist provides the insight, perspective and guidance to help you stand out. Subscribe today with our introd… https://t.co/mipdJhRYxq",Sun Sep 30 18:03:58 +0000 2018
392,-393,-0.34,0.0,0.13,0.87,"The insurance scheme’s first-year budget amounts to a miserly $300m (0.01% of GDP), hardly the “world’s biggest” https://t.co/3ZAgzeP78D",Sun Sep 30 17:45:06 +0000 2018
393,-394,0.2732,0.13,0.0,0.87,America may prefer to be the referee in trade rows as well as a participant https://t.co/87czaqI6B2,Sun Sep 30 17:33:36 +0000 2018
394,-395,-0.7178,0.0,0.222,0.778,"More misery may be on the way for the people of Sulawesi, after a tsunami struck in the east of Indonesia on Friday https://t.co/IOywfIROm6",Sun Sep 30 17:16:36 +0000 2018
395,-396,0.2846,0.125,0.0,0.875,"Citizens chafe against the free movement of goods and capital, but most of all people https://t.co/kZ1jb3JJvz",Sun Sep 30 17:00:06 +0000 2018
396,-397,0.1027,0.161,0.14,0.699,"Groups of people “hyperconnected” with technology are smarter than artificial-intelligence systems, argues Thomas M… https://t.co/xWo8sWobLa",Sun Sep 30 16:55:38 +0000 2018
397,-398,0.0,0.0,0.0,1.0,A scorching dissent from one judge found the whole enterprise unconstitutional https://t.co/Dn9I4dZet2,Sun Sep 30 16:39:06 +0000 2018
398,-399,-0.25,0.0,0.083,0.917,The Vatican will now have a say in how bishops are appointed in China. It remains unclear how this power will be ex… https://t.co/RkfSHxI0bk,Sun Sep 30 16:29:13 +0000 2018
399,-400,0.6597,0.323,0.086,0.591,Support for the monarchy may be tied to falling trust in elected politicians https://t.co/B3uRg2LQzj,Sun Sep 30 16:13:22 +0000 2018
400,-401,0.765,0.423,0.0,0.577,Only 13% of the world’s population enjoys a free press #OpenFuture https://t.co/X8O1rQz6lp,Thu Sep 27 19:45:34 +0000 2018
401,-402,0.4019,0.13,0.0,0.87,"The Economist provides the insight, perspective and guidance to help you stand out. Subscribe today with our introd… https://t.co/koKud7ckIr",Thu Sep 27 19:29:10 +0000 2018
402,-403,0.1531,0.12,0.093,0.787,"When Brexit day comes, Britain's hunger for change will not be sated—indeed, it will be stronger than ever https://t.co/NY26qjPWw0",Thu Sep 27 19:12:56 +0000 2018
403,-404,0.0,0.0,0.0,1.0,"Chile's economy has begun to purr again under Sebastián Piñera, but it has not yet returned to tigerish ways https://t.co/5O7WcAwiMs",Thu Sep 27 18:53:43 +0000 2018
404,-405,0.5859,0.202,0.0,0.798,To eradicate child marriage a government must win over imams and priests. Ethiopia is doing that https://t.co/r1ISR0M8UM,Thu Sep 27 18:35:32 +0000 2018
405,-406,0.0,0.0,0.0,1.0,Is a diplomatic reset between Germany and Turkey on the horizon?  https://t.co/ZNj7akhgVq,Thu Sep 27 18:20:05 +0000 2018
406,-407,0.3612,0.118,0.052,0.83,RT @EconCulture: Kenny Laguna‘s ear for a tune and for what made a hit record combined with Joan Jett’s desire for toughness https://t.co/t…,Thu Sep 27 18:00:33 +0000 2018
407,-408,0.0,0.0,0.0,1.0,Congress is trying to set a minimum distance between airline seats https://t.co/VAh5GZapNb,Thu Sep 27 17:42:21 +0000 2018
408,-409,0.6908,0.251,0.0,0.749,"Does President Donald Trump act in good faith? We asked @BishopCurry, the first black presiding bishop of America’s… https://t.co/UvZvk4PpqW",Thu Sep 27 17:23:03 +0000 2018
409,-410,0.0,0.0,0.0,1.0,RT @JamesMAstill: Cheri B. and Hakeem - my column on Hakeem Jeffries and the next generation Democratic leadership https://t.co/8cmGqG1h74…,Thu Sep 27 17:19:42 +0000 2018
410,-411,-0.7964,0.0,0.542,0.458,Spanish flu killed at least 50m people https://t.co/PL8Bvc7InV,Thu Sep 27 17:15:57 +0000 2018
411,-412,0.1027,0.156,0.137,0.708,The Tories are currently experiencing something strange—they are both weak and strong at the same time https://t.co/QuK70AKtzA,Thu Sep 27 16:57:03 +0000 2018
412,-413,-0.9001,0.0,0.611,0.389,Gun violence has killed 6.5m people worldwide since 1990 https://t.co/bii1LwMmHc,Thu Sep 27 16:52:25 +0000 2018
413,-414,0.5423,0.209,0.0,0.791,"While Labour has united behind a growing list of detailed plans for Britain's future, the Tories' thoughts are ill-… https://t.co/vbEEenK5u4",Thu Sep 27 16:47:02 +0000 2018
414,-415,-0.4215,0.0,0.149,0.851,Greenhouse gases from the waste industry could account for a tenth of the global total by 2025 https://t.co/2345X4YmyC,Thu Sep 27 16:35:21 +0000 2018
415,-416,0.0,0.0,0.0,1.0,"RT @JeremyCliffe: They said that Britain would ""divide and conquer"" in the Brexit talks, that the EU27's unity would shatter, that other me…",Thu Sep 27 16:24:48 +0000 2018
416,-417,0.3612,0.2,0.0,0.8,"If voters agree, countries have every right to sell citizenship https://t.co/gxpfpnsCot",Thu Sep 27 16:17:06 +0000 2018
417,-418,0.3962,0.22,0.0,0.78,"LIBOR, which has been called the world's most important number, is being phased out https://t.co/c2Fv65tgcY",Thu Sep 27 16:07:54 +0000 2018
418,-419,0.0,0.0,0.0,1.0,"Black Lives Matter's members shun centralised decision-making, preferring a “distributed leadership” https://t.co/Gh7mwfK0H5",Thu Sep 27 15:50:38 +0000 2018
419,-420,0.0,0.0,0.0,1.0,It takes a decade or more for patterns of social behaviour to change. #MeToo is just one year old https://t.co/UJBCsIxZTj,Thu Sep 27 15:33:36 +0000 2018
420,-421,-0.5719,0.0,0.163,0.837,"Beneath the chaos of Brexit, big ideas are forming in British politics. Our cover in the UK this week… https://t.co/kov7iBuvxK",Thu Sep 27 15:15:09 +0000 2018
421,-422,0.0,0.0,0.0,1.0,This week’s cartoon from KAL https://t.co/gNiqNtMcpP,Thu Sep 27 15:05:00 +0000 2018
422,-423,-0.4404,0.108,0.228,0.664,The British government is accused of failing to protect soldiers from facing trial over incidents during Northern I… https://t.co/k0FB8HeeS5,Thu Sep 27 14:55:45 +0000 2018
423,-424,0.1531,0.074,0.0,0.926,RT @EconCulture: Her collaborators comment on the playfulness of her performances but also the interpretative maturity she brings to the pi…,Thu Sep 27 14:37:28 +0000 2018
424,-425,0.0,0.0,0.0,1.0,"Fans of the Italian brand gloomily predict Versace will appear in shops such as Walmart, at drastic reductions https://t.co/wcXBgeEric",Thu Sep 27 14:17:57 +0000 2018
425,-426,0.204,0.091,0.0,0.909,Mr Erdogan will arrive in Germany with a long wish-list.  But he is almost certain to walk away empty-handed https://t.co/xkAKmrE9XY,Thu Sep 27 14:01:02 +0000 2018
426,-427,0.0,0.0,0.0,1.0,Fewer bees will mean fewer plants and therefore less to eat and less oxygen to breathe https://t.co/C7YLEeCuXf,Thu Sep 27 13:44:55 +0000 2018
427,-428,0.484,0.189,0.074,0.737,RT @Alicetotheskies: Punk isn't dead and @idlesband have proved that. My take on how their latest album brings the spirit of protest music…,Thu Sep 27 13:37:37 +0000 2018
428,-429,0.0,0.0,0.0,1.0,"The proportion of women working has risen during his tenure, which has helped offset the decline in the working-age… https://t.co/8ENrSuOI9f",Thu Sep 27 13:25:03 +0000 2018
429,-430,0.5267,0.195,0.0,0.805,"Two genes contribute to a build-up of carotenoids, which give the vegetable its vibrant colour https://t.co/5EiG9vXYrW",Thu Sep 27 13:18:44 +0000 2018
430,-431,-0.6486,0.0,0.212,0.788,"""Drive Your Plow Over the Bones of the Dead"" delivers a droll mixture of satire and philosophy https://t.co/jh4LTCPF7l",Thu Sep 27 12:58:44 +0000 2018
431,-432,-0.7964,0.0,0.283,0.717,"What can we learn from the Spanish flu pandemic, which killed over 50 million people a century ago? @kncukier explo… https://t.co/FpUac0uIdt",Thu Sep 27 12:41:56 +0000 2018
432,-433,0.3612,0.128,0.0,0.872,Can you crunch numbers and would you like to work for The Economist? We're hiring a data analyst:… https://t.co/z0Ni7665vA,Thu Sep 27 12:26:51 +0000 2018
433,-434,-0.8225,0.097,0.418,0.485,"It's becoming clear that loneliness leads to ill health, and that ill health can lead to loneliness https://t.co/zW530KVdgc",Thu Sep 27 12:08:32 +0000 2018
434,-435,-0.4215,0.0,0.167,0.833,"If Jair Bolsonaro becomes president, his authoritarian instincts might weaken Brazilian democracy still further https://t.co/shnzIXGnNa",Thu Sep 27 11:53:07 +0000 2018
435,-436,0.6369,0.219,0.0,0.781,"""Liberalism's greatest thinkers"" marks a collaboration between our writers and our readers for our 175th anniversar… https://t.co/xv3ZXTyeVG",Thu Sep 27 11:31:07 +0000 2018
436,-437,0.0,0.0,0.0,1.0,"Britain and America were rivals, and partners, in the Middle East https://t.co/eWMQ5Kb749",Thu Sep 27 11:11:46 +0000 2018
437,-438,0.5267,0.474,0.175,0.351,IDLES honour punk’s spirit of protest https://t.co/C6X1LIIoYo,Thu Sep 27 10:56:11 +0000 2018
438,-439,0.5106,0.163,0.0,0.837,"""A manifesto for liberalism"" marks the 175th anniversary of The Economist. Download it for free here #OpenFuture https://t.co/65wtravBnc",Thu Sep 27 10:39:48 +0000 2018
439,-440,0.0,0.0,0.0,1.0,"How did cars end up ruling the roads, and where did the idea of “jaywalking” come from? Find out in this week’s epi… https://t.co/MbIkwxxoba",Thu Sep 27 10:21:37 +0000 2018
440,-441,0.7506,0.444,0.0,0.556,A social wealth fund could counteract the concentration of wealth  https://t.co/2I53qiiNih,Thu Sep 27 10:04:54 +0000 2018
441,-442,0.128,0.16,0.099,0.741,"""The Spy and the Traitor"" reads like a real-life thriller, as tense as John le Carré's novels, or even Ian Fleming's https://t.co/bVZlnXc2p7",Thu Sep 27 09:45:32 +0000 2018
442,-443,0.1531,0.259,0.205,0.536,“Maniac” misunderstands the ingredients of good storytelling https://t.co/6iIFvguEGE,Thu Sep 27 09:26:28 +0000 2018
443,-444,0.8625,0.515,0.0,0.485,"Germany's Green Party are the ""nice"" party people like to say they support   https://t.co/xuh4BZCCQB",Thu Sep 27 09:07:37 +0000 2018
444,-445,-0.2263,0.0,0.106,0.894,"Every fortnight one of the 7,000 languages in the world will disappear forever. @lanegreene explains why https://t.co/IClteDHwAX",Thu Sep 27 09:01:20 +0000 2018
445,-446,-0.7906,0.0,0.348,0.652,"Economic inequality has only ever been rectified by warfare, revolution, state collapse and plague, argues Walter S… https://t.co/VaPwCPCDXx",Thu Sep 27 08:50:12 +0000 2018
446,-447,0.0,0.0,0.0,1.0,Evidence for a magnetic sense is mostly behavioural; researchers have yet to find receptors for it https://t.co/N8Z24pisPZ,Thu Sep 27 08:34:32 +0000 2018
447,-448,-0.296,0.102,0.147,0.752,"As the trade war with America rumbles on, some analysts expect that China will try to boost the economy with anothe… https://t.co/s970VmO4wu",Thu Sep 27 08:15:32 +0000 2018
448,-449,-0.34,0.082,0.145,0.773,“Museo” differs from the average heist film in making the stolen items characters as important as the protagonists https://t.co/PyJSd2d5Rf,Thu Sep 27 07:59:11 +0000 2018
