,tweet_index,comp,positive,negative,neutral,text,created_at
147,-148,-0.296,0.127,0.236,0.636,Repression in Saudi Arabia has reached a new level https://t.co/IVUz9pHUNz,Sat Oct 06 03:50:07 +0000 2018
148,-149,0.0,0.0,0.0,1.0,"Britain’s prime minister in 1819, Lord Liverpool, decried the expense of shipping the 200-tonne obelisk from Egypt https://t.co/Cvdm5cOwBW",Sat Oct 06 03:30:52 +0000 2018
149,-150,0.5267,0.207,0.0,0.793,The swing vote in Madison v Alabama will probably be Chief Justice John Roberts https://t.co/6cHYGQBi60,Sat Oct 06 03:12:15 +0000 2018
150,-151,0.7906,0.421,0.0,0.579,"The best films about comedians are challenging, raising the curtain on their performances https://t.co/Hn2903DCQy",Sat Oct 06 02:51:15 +0000 2018
151,-152,0.0,0.0,0.0,1.0,"Poking at Europe’s belly and finding it soft, China is testing how far it can push https://t.co/W3RBZR7rPK",Sat Oct 06 02:31:34 +0000 2018
152,-153,0.886,0.464,0.0,0.536,David Polonsky's beautiful artwork offers a charming and convincing view of Anne on the page  https://t.co/n9nYTxTOop,Sat Oct 06 02:13:14 +0000 2018
153,-154,-0.2732,0.0,0.095,0.905,"China is using its financial muscle to buy political influence in the EU, and the Europeans are nervous. Our cover… https://t.co/SsWAA5WYZ9",Sat Oct 06 02:00:00 +0000 2018
154,-155,-0.6369,0.0,0.224,0.776,In America bullies pick on “nerds”. In China and South Korea those with poor grades are at a higher risk https://t.co/lTjNb8W0um,Sat Oct 06 01:57:40 +0000 2018
155,-156,0.0,0.0,0.0,1.0,"Street gangs in the Cape Flats, a patchwork of townships, have become entrenched https://t.co/ZYrlMIQsvv",Sat Oct 06 01:38:46 +0000 2018
156,-157,0.34,0.146,0.0,0.854,Will concern for its own brands lead China to play fairer with other country's? https://t.co/knKW2ru9nq,Sat Oct 06 01:20:22 +0000 2018
157,-158,-0.1779,0.0,0.108,0.892,"Beji Caid Essebsi and Rachid Ghannouchi fell out last month, shaking up Tunisian politics https://t.co/amxR2m9OQJ",Sat Oct 06 01:01:58 +0000 2018
158,-159,-0.2023,0.0,0.101,0.899,"If Infrastructure Leasing and Financial Services were left to go bust, projects across India would stall https://t.co/397B5VTBYJ",Sat Oct 06 00:46:18 +0000 2018
159,-160,-0.3612,0.0,0.102,0.898,"The biggest obstacle to what has been dubbed an Arab NATO is the blockade of Qatar by Saudi Arabia, the UAE, Bahrai… https://t.co/NNph3UisYq",Sat Oct 06 00:28:45 +0000 2018
160,-161,-0.4767,0.0,0.171,0.829,.@aroberts_andrew does not gloss over the many examples of terrible judgment that littered Churchill's career  https://t.co/VQrcqZkITW,Sat Oct 06 00:11:28 +0000 2018
161,-162,-0.6369,0.0,0.215,0.785,"Europe needs to take a path that avoids the extremes of naivety and hostility towards China. So far, it has not https://t.co/6cUrpFNYBA",Fri Oct 05 23:53:45 +0000 2018
162,-163,0.6249,0.298,0.0,0.702,The artist had a remarkable facility to turn the mundane into carefully balanced compositions https://t.co/pnX2WaJfSO,Fri Oct 05 23:38:10 +0000 2018
163,-164,0.0,0.0,0.0,1.0,Is it time to automate politicians? https://t.co/v6N07tHf5B,Fri Oct 05 23:21:26 +0000 2018
164,-165,0.0258,0.091,0.0,0.909,Will Vernon Madison's dementia prevent him from being executed in Alabama?  https://t.co/rQVaKs0Dfb,Fri Oct 05 23:05:03 +0000 2018
165,-166,0.0,0.0,0.0,1.0,"Wrongdoing was widespread across Australia’s banks, an inquiry has found https://t.co/fIW7EuoTsp",Fri Oct 05 22:46:07 +0000 2018
166,-167,-0.2057,0.0,0.092,0.908,"Many jobs in the gig economy, such as taxi-driving, are not lucrative. But such jobs never paid well https://t.co/hlk9UGivEQ",Fri Oct 05 22:41:04 +0000 2018
167,-168,-0.5082,0.088,0.169,0.744,"In Japan more pupils commit suicide on September 1st, just before the start of the new term, than on any other day https://t.co/2gK9zqBG0g",Fri Oct 05 22:14:04 +0000 2018
168,-169,-0.926,0.0,0.41,0.59,"American police kill around 1,000 people every year; those in poor countries are even deadlier. Why do cops kill, a… https://t.co/zImdjJ8Bry",Fri Oct 05 22:02:09 +0000 2018
169,-170,0.5574,0.205,0.0,0.795,"The Supreme Court was intended to be apolitical. In practice, appointments are highly partisan https://t.co/Tta3JPplnp",Fri Oct 05 21:59:02 +0000 2018
170,-171,-0.296,0.0,0.095,0.905,"Critics of the fry-panic have also found it in the back catalogues of George W. Bush, Kurt Cobain and Ira Glass https://t.co/Pee1nrUdEC",Fri Oct 05 21:59:02 +0000 2018
171,-172,0.3818,0.237,0.106,0.657,The percentage of Brazilians who see elections as honest has reached a record low of 14% https://t.co/vIzAyS7LQT,Fri Oct 05 21:56:03 +0000 2018
172,-173,0.0,0.0,0.0,1.0,Hakeem Jeffries is as moderate as a safe-seat Democrat gets https://t.co/vCcOkePU8I,Fri Oct 05 21:52:04 +0000 2018
173,-174,-0.0258,0.129,0.135,0.736,"To avoid being penalised gerrymandering, Democrats are putting considerable energy into state elections  https://t.co/aPTW5S852q",Fri Oct 05 20:47:02 +0000 2018
174,-175,0.6486,0.284,0.07,0.647,Jeff Bezos' apparent benevolence may be motivated by self-interest. Increasing pay could forestall workers unionisi… https://t.co/F9OUeBdl39,Fri Oct 05 20:44:03 +0000 2018
175,-176,-0.6486,0.0,0.238,0.762,The hostile way the Senate Judiciary Committee treated Anita Hill in 1991 could cause trouble for Joe Biden https://t.co/xdqnaOvIAn,Fri Oct 05 20:41:03 +0000 2018
176,-177,0.0,0.0,0.0,1.0,"Wisconsin's Governor Scott Walker is a self-described ""underdog"" in this year's race https://t.co/Ycx3R7uLD5",Fri Oct 05 20:24:04 +0000 2018
177,-178,-0.4391,0.0,0.132,0.868,"In an open letter, 20 police commissioners have called the spice epidemic ""one of the most severe public-health iss… https://t.co/0BnJyvEYra",Fri Oct 05 20:18:03 +0000 2018
178,-179,0.0,0.0,0.0,1.0,The bald eagle was driven almost to extinction in the 1960s. Its population is now soaring again https://t.co/4pnXl1OEIr,Fri Oct 05 20:13:06 +0000 2018
179,-180,-0.6249,0.0,0.163,0.837,The infection of thousands of patients with HIV and hepatitis in the 1970s and 80s has been branded the worst scand… https://t.co/z3el3lKghQ,Fri Oct 05 20:09:05 +0000 2018
180,-181,0.0,0.0,0.0,1.0,"Americans were a nation of sheep, Alan Abel sometimes sighed https://t.co/3k2xv0ziBe",Fri Oct 05 20:02:02 +0000 2018
181,-182,0.1027,0.085,0.0,0.915,Our editors consider speculative scenarios and provocative prophecies in our future-gazing podcast “The world ahead… https://t.co/nL8o8hXfAL,Fri Oct 05 19:59:05 +0000 2018
182,-183,-0.7964,0.128,0.429,0.443,"In St Louis, detectives clear a dismal 52% of their murder cases https://t.co/mhVC9ZMH3x",Fri Oct 05 19:59:04 +0000 2018
183,-184,-0.1027,0.0,0.113,0.887,Some people will pay a premium for products that salve their conscience https://t.co/GJwGGaaL4d,Fri Oct 05 19:59:04 +0000 2018
184,-185,0.0772,0.106,0.0,0.894,Gita Gopinath will challenge orthodox thinking at that International Monetary Fund  https://t.co/DUdYqWIKs6,Fri Oct 05 19:50:04 +0000 2018
185,-186,-0.1531,0.119,0.143,0.738,The rejection of Theresa May's Brexit deal at home and in Europe debases the Tories' reputation for good government  https://t.co/433VqAbrBZ,Fri Oct 05 19:28:03 +0000 2018
186,-187,-0.296,0.068,0.12,0.812,"When countries see that proper handling of solid waste can aid prosperity, the global tide of rubbish may be stemmed https://t.co/KzNcEmfoid",Fri Oct 05 19:27:07 +0000 2018
187,-188,0.1531,0.12,0.093,0.787,"When Brexit day comes, Britain's hunger for change will not be sated—indeed, it will be stronger than ever https://t.co/diA6gxElQK",Fri Oct 05 19:19:04 +0000 2018
188,-189,-0.5994,0.0,0.262,0.738,Justices consider whether a man with dementia may be put to death https://t.co/22iUGWkrMT,Fri Oct 05 19:15:06 +0000 2018
189,-190,-0.1779,0.145,0.24,0.615,The budget plans make no attempt to correct Italy's dismally low productivity growth https://t.co/MiURuylGz9,Fri Oct 05 19:03:05 +0000 2018
190,-191,0.0,0.0,0.0,1.0,Around 1.5m tonnes of plastic flows down the Yangzi river in China each year https://t.co/ltdemZQ6Yk,Fri Oct 05 19:03:05 +0000 2018
191,-192,0.5719,0.179,0.0,0.821,"Games Workshop owes some of it success to ""Game of Thrones"" for sexing up the fantasy genre https://t.co/LQB8iVL2oF",Fri Oct 05 19:02:06 +0000 2018
192,-193,-0.5106,0.126,0.242,0.632,RT @stevenmazie: A fraught discourse on rationality and the death penalty at the Supreme Court. My thoughts on Madison v. Alabama https://t…,Fri Oct 05 18:47:49 +0000 2018
193,-194,0.0,0.0,0.0,1.0,Facebook is in the cross-hairs of European regulators as never before https://t.co/oHCpBOQv8H https://t.co/JOJvDZwApb,Fri Oct 05 18:46:04 +0000 2018
194,-195,-0.1027,0.095,0.148,0.758,"With Labour and Tory rebels ready to vote against any deal that Theresa May brings back, the risk of it not getting… https://t.co/xMSXSZj3A2",Fri Oct 05 18:45:10 +0000 2018
195,-196,-0.5574,0.0,0.159,0.841,"China's ban on imported scrap has put a spanner in the works for the West's “collect, sort and export” system  https://t.co/psarCZrPTz",Fri Oct 05 18:44:05 +0000 2018
196,-197,-0.5267,0.0,0.236,0.764,Why Roald Dahl’s book about a young neglected bookworm became his best-loved https://t.co/2W88Mg4zZj,Fri Oct 05 18:30:09 +0000 2018
197,-198,0.1027,0.065,0.0,0.935,A lot of American teenagers drink before they are legally allowed to. They do not mislead the Senate about it three… https://t.co/Kr7ofrFfhp,Fri Oct 05 18:16:01 +0000 2018
198,-199,-0.25,0.0,0.1,0.9,"Since #MeToo went viral, nine members of Congress have resigned or declined to re-run after facing credible charges… https://t.co/8Io9VyEWuR",Fri Oct 05 18:09:04 +0000 2018
199,-200,-0.0772,0.193,0.215,0.593,Brazil’s voters worry about the integrity of their elections https://t.co/c4VjcPItdy,Fri Oct 05 18:07:46 +0000 2018
200,-201,-0.2732,0.0,0.1,0.9,On October 2nd a Saudi journalist and government critic went to the Saudi consulate in Istanbul to file some paperw… https://t.co/2Z2XWTr1dO,Thu Oct 04 21:27:01 +0000 2018
201,-202,0.0516,0.098,0.0,0.902,An apology to Anita Hill should be a priority for Joe Biden https://t.co/eo3xol5zar,Thu Oct 04 21:20:09 +0000 2018
202,-203,0.8225,0.444,0.0,0.556,"On October 3rd Peru's supreme court revoked a pardon granted to Mr Fujimori, a former strongman president https://t.co/73yutxgcTS",Thu Oct 04 21:19:05 +0000 2018
203,-204,-0.3182,0.0,0.113,0.887,Toronto is Canada’s human-trafficking hub. Now one of its victims has joined forces with the country’s biggest fina… https://t.co/bjEZNMDG5T,Thu Oct 04 21:18:12 +0000 2018
204,-205,-0.3489,0.119,0.195,0.686,Brett Kavanaugh's conservative judicial philosophy is not a problem. His visible loathing of Democrats is https://t.co/Kwn0PombBm,Thu Oct 04 21:15:03 +0000 2018
205,-206,0.8591,0.388,0.0,0.612,This year’s Nobel prize in chemistry was shared between three laureates. But the real winner is evolution https://t.co/ILU2KQhPMG,Thu Oct 04 21:09:05 +0000 2018
206,-207,-0.4404,0.0,0.244,0.756,"Around 5,000 people continue to abandon Venezuela every day https://t.co/RydQ725Olw",Thu Oct 04 21:06:06 +0000 2018
207,-208,0.3612,0.172,0.0,0.828,"RT @EconCulture: The word ""vicious"" beats like a metronome through this wondrous book https://t.co/KPK1peuGGS",Thu Oct 04 21:00:07 +0000 2018
208,-209,-0.6908,0.0,0.19,0.81,"Cape Town's murder rate has risen 60% from 43 to 69 deaths per 100,000 people in the past eight years https://t.co/0eyNlCYLqE",Thu Oct 04 20:51:02 +0000 2018
209,-210,0.2023,0.142,0.106,0.752,A new agreement does not eliminate all the uncertainties that Donald Trump has brought to the region’s trade relati… https://t.co/DdWPxb0V2V,Thu Oct 04 20:48:03 +0000 2018
210,-211,-0.4019,0.0,0.403,0.597,Joe Biden’s #MeToo problem https://t.co/UPs40vPQBm,Thu Oct 04 20:38:34 +0000 2018
211,-212,0.6124,0.321,0.123,0.556,"RT @EconCulture: Comedy could mask sad truths for Gilda Radner, truths at which “Love, Gilda” only hints https://t.co/KJ3I5aai6P",Thu Oct 04 20:30:11 +0000 2018
212,-213,0.0,0.0,0.0,1.0,"LIBOR’s time is up, but what will replace it? We hear from @Pat_Lane, our banking editor on the latest “Money talks… https://t.co/wt0dphbS5x",Thu Oct 04 20:23:04 +0000 2018
213,-214,-0.7783,0.0,0.286,0.714,"The ocean is dark and full of terrors, and the black dragonfish is the darkest of them all https://t.co/VZPJ1Bczcz",Thu Oct 04 20:11:06 +0000 2018
214,-215,0.5574,0.184,0.0,0.816,"This term, the Supreme Court will rule on the fate of the endangered dusky gopher frog https://t.co/BxqkFCJdJi",Thu Oct 04 20:02:08 +0000 2018
215,-216,0.0,0.0,0.0,1.0,Hakeem Jeffries believes it is time for a black Speaker. That would be both principled and tactically astute https://t.co/UQCO5pR7oI,Thu Oct 04 19:52:05 +0000 2018
216,-217,0.7579,0.302,0.0,0.698,Try The Economist today for 12 weeks with our introductory offer and enjoy a free Economist notebook… https://t.co/RSgUAQAeCZ,Thu Oct 04 19:47:03 +0000 2018
217,-218,0.4215,0.252,0.173,0.575,Pranksters are using humour and creativity to expose the faulty checks and balances of academic publishing… https://t.co/z1MYxERaws,Thu Oct 04 19:41:05 +0000 2018
218,-219,-0.4939,0.0,0.158,0.842,A study looked at the genetic material of the virus left in people infected with HIV and Hepatitis C  https://t.co/0sVLFHV7Tq,Thu Oct 04 19:35:01 +0000 2018
219,-220,0.0,0.0,0.0,1.0,RT @ikahloon: This week @gelliottmorris and I look at the other midterms—state legislative elections and governors' races—and try our hand…,Thu Oct 04 19:18:31 +0000 2018
220,-221,0.6369,0.167,0.0,0.833,His notion of the “invisible hand” is often taken to mean that the market always produces the best outcome. The rea… https://t.co/Gz5AVOrbix,Thu Oct 04 19:15:47 +0000 2018
221,-222,0.0,0.0,0.0,1.0,Only big moons are detectable with today's instruments. Kepler-1625b's proposed moon seems to be a real whopper https://t.co/V9U1Iqblhy,Thu Oct 04 18:55:04 +0000 2018
222,-223,0.4767,0.182,0.07,0.749,"America’s justice department has unveiled indictments against seven Russians, including three GRU agents exposed by… https://t.co/sDxhZcsim7",Thu Oct 04 18:45:36 +0000 2018
223,-224,0.8074,0.39,0.0,0.61,The Nobel prize for physics was awarded to a trio of researchers for improvements to lasers https://t.co/bNTlKzlzIe,Thu Oct 04 18:28:59 +0000 2018
224,-225,0.4019,0.119,0.0,0.881,It seems that modern humans and Neanderthals both benefited by swapping bits of DNA that had evolved to help fight… https://t.co/jZ7fA8VmBz,Thu Oct 04 18:13:04 +0000 2018
225,-226,0.2023,0.087,0.0,0.913,RT @mariawilczek: Go Gita--my piece in this week's Print edition of @TheEconomist explaining why the @IMFNews's new top economist @GitaGopi…,Thu Oct 04 18:06:22 +0000 2018
226,-227,-0.4215,0.0,0.167,0.833,A survey suggests equal-opportunity statements prompted worries from prospective applicants that they would be toke… https://t.co/NULZhGxJrH,Thu Oct 04 18:04:06 +0000 2018
227,-228,0.4215,0.259,0.0,0.741,Is virtual reality the future of in-flight entertainment? https://t.co/6n5zRPqGGh,Thu Oct 04 17:50:40 +0000 2018
228,-229,0.0,0.0,0.0,1.0,The West indicts the GRU https://t.co/fBcThIbMxZ,Thu Oct 04 17:50:39 +0000 2018
229,-230,-0.0516,0.139,0.147,0.714,"The USMCA, Donald Trump's replacement for NAFTA, is a step backwards for free trade, and it will harm America https://t.co/I4SRizoLwC",Thu Oct 04 17:43:06 +0000 2018
230,-231,-0.6908,0.0,0.227,0.773,"Cape Town’s murder rate has risen from 43 to 69 per 100,000 between 2009/10 and 2017/18 https://t.co/AfRoRVkA8Z",Thu Oct 04 17:38:02 +0000 2018
231,-232,0.5574,0.184,0.0,0.816,"If Brett Kavanaugh is confirmed, the Supreme Court's claim to be above politics will be untenable https://t.co/2CVkueQkqv",Thu Oct 04 17:32:01 +0000 2018
232,-233,0.0,0.0,0.0,1.0,"RT @tcross81: Exoplanets presumably have exomoons. We may have spotted our first one. By me this week:

https://t.co/Jzin44Os0X",Thu Oct 04 17:18:11 +0000 2018
233,-234,-0.8126,0.0,0.552,0.448,Violent crime is soaring in Cape Town https://t.co/53GWa2u2s0,Thu Oct 04 17:17:16 +0000 2018
234,-235,0.4404,0.266,0.0,0.734,Geta Brătescu was a prolific and playful conceptual artist https://t.co/9NbSdcb75Q,Thu Oct 04 17:17:16 +0000 2018
235,-236,0.8402,0.383,0.081,0.537,"RT @BillGates: Innovation can happen anywhere. In @TheEconomist, I argue that the best way to guarantee that everyone benefits from the nex…",Thu Oct 04 17:17:13 +0000 2018
236,-237,0.0,0.0,0.0,1.0,"Competition authorities are unlikely to approve a bid for Casino from rival supermarket Carrefour, whether real or… https://t.co/qX33DMlCdP",Thu Oct 04 17:11:05 +0000 2018
237,-238,-0.1546,0.078,0.104,0.819,RT @r_shanbhogue: Why economists' over-reliance on the top 5 journals isn't good for the profession -- my writeup of research by @heckmaneq…,Thu Oct 04 17:07:03 +0000 2018
238,-239,0.6124,0.2,0.0,0.8,"Governments should keep a watchful eye on the gig economy by all means, but also welcome it https://t.co/RQ9WAiqg41",Thu Oct 04 17:06:46 +0000 2018
239,-240,-0.25,0.18,0.22,0.6,"To stop global warming, the world needs better collaboration over a shared-energy future. Failure to do so will spa… https://t.co/LF6wWRW0TR",Thu Oct 04 16:50:46 +0000 2018
240,-241,-0.4215,0.0,0.203,0.797,"How your recycled waste could be turned into smoother, longer-lasting roads https://t.co/t8yHROYbv9",Thu Oct 04 16:47:02 +0000 2018
241,-242,0.0,0.0,0.0,1.0,"More than 90% of the world's data appeared in the past two years. From privacy to politics, Facebook to facial reco… https://t.co/WXbB8zzOEd",Thu Oct 04 16:33:41 +0000 2018
242,-243,-0.5994,0.0,0.196,0.804,RT @JamesMAstill: Kavanaugh is the poster-child for Trump's new war against #MeToo - my column: https://t.co/LOgcix6GnJ via @TheEconomist,Thu Oct 04 16:31:10 +0000 2018
243,-244,0.7506,0.314,0.0,0.686,Hear about the science behind this year's Nobel prize winners on this week's “Babbage” podcast… https://t.co/wNmv53NTIR,Thu Oct 04 16:28:05 +0000 2018
244,-245,0.0,0.0,0.0,1.0,The GRU has been involved in almost all of Russia's latest crises. Who are these hyperactive military spooks? https://t.co/ia4KYxNVAE,Thu Oct 04 16:16:05 +0000 2018
245,-246,0.0,0.0,0.0,1.0,People are part-Neanderthal. That may be a protection against viruses https://t.co/gzHw7ZGjUu,Thu Oct 04 16:09:25 +0000 2018
246,-247,0.0,0.0,0.0,1.0,"RT @michaelreid52: My article on Catalonia and Spain, a year after the unconstitutional referendum.
 https://t.co/5vs9IKVeP7 via @TheEconom…",Thu Oct 04 16:01:54 +0000 2018
247,-248,0.0,0.0,0.0,1.0,"RT @DSORennie: It was hypocrisy when America used to ""welcome"" China's rise. But ditching hypocrisy for Trump-style candour carries risks.…",Thu Oct 04 16:01:18 +0000 2018
248,-249,-0.1779,0.109,0.161,0.73,Some whisper that Saudi Arabia’s Prince Muhammad has launched an inquisition https://t.co/sBI8Kzo7qK,Thu Oct 04 15:55:30 +0000 2018
249,-250,0.0,0.0,0.0,1.0,Too few Italians are in work. Italy's new budget is unlikely to change that https://t.co/qRWTtk7H6M,Thu Oct 04 15:38:19 +0000 2018
250,-251,0.0,0.0,0.0,1.0,"What can history teach today’s spies and counter-spies? Christopher Andrew, the official historian of MI5, speaks t… https://t.co/c4crvlsak9",Thu Oct 04 15:22:07 +0000 2018
251,-252,0.0,0.0,0.0,1.0,This week’s cartoon from KAL https://t.co/YwV2xmuEUt,Thu Oct 04 15:15:23 +0000 2018
252,-253,0.0,0.0,0.0,1.0,"Brett Kavanaugh's testimony was evasive and disingenuous. Irrespective of what the FBI investigation reveals, Repub… https://t.co/B4Ai4cVFxD",Thu Oct 04 15:14:39 +0000 2018
253,-254,0.0,0.0,0.0,1.0,Brett Kavanaugh’s partisanship https://t.co/I77y0pgg9y,Thu Oct 04 15:12:13 +0000 2018
254,-255,0.6369,0.189,0.0,0.811,Data gathered by the genomic testing service could show what treatment will work best with which genetic profile https://t.co/6LokAqQcUj,Thu Oct 04 14:55:39 +0000 2018
255,-256,0.0,0.0,0.0,1.0,"Jamal Khashoggi has not returned from a visit to the Saudi consulate in Istanbul on October 2nd. In July, the journ… https://t.co/uBnT3b8gwt",Thu Oct 04 14:40:07 +0000 2018
256,-257,0.4215,0.141,0.0,0.859,America's employers have been adding “equal opportunity statements” onto job adverts for 50 years. A recent paper s… https://t.co/ankwwggtLC,Thu Oct 04 14:21:41 +0000 2018
257,-258,0.4215,0.177,0.0,0.823,"Global co-operation is required for the world to progress, writes @BillGates #OpenFuture https://t.co/VlGrgL0j8y https://t.co/tTTUi2ma0f",Thu Oct 04 14:04:09 +0000 2018
258,-259,-0.1082,0.136,0.155,0.709,Harassment of public figures seems to be more common. Thankfully most of the theats are just that https://t.co/rIKeiyDiE0,Thu Oct 04 13:44:32 +0000 2018
259,-260,0.4927,0.186,0.0,0.814,Mitchell Rales has quietly become one of America's most energetic collectors of modern art https://t.co/j2Kf9bUCsC,Thu Oct 04 13:26:30 +0000 2018
260,-261,-0.5106,0.0,0.155,0.845,"Even if Primera's many blunders were the result of incompetence rather than malice, some of the company's practices… https://t.co/slFG1Pg4rC",Thu Oct 04 13:06:54 +0000 2018
261,-262,0.5859,0.211,0.0,0.789,Kate Atkinson said that writing the novel felt like the “wrenching apart of history followed by an imaginative reco… https://t.co/BVbbniB9E4,Thu Oct 04 12:49:02 +0000 2018
262,-263,0.0,0.0,0.0,1.0,"In a different Brazil, politics would seek to reconcile the claims of bondholders, pensioners, workers and the rest… https://t.co/yCQ7ofrpwj",Thu Oct 04 12:31:22 +0000 2018
263,-264,0.0,0.0,0.0,1.0,"Just ten countries, eight of them Asian, spew two-thirds of all marine plastic litter originating on land https://t.co/7PopFURtjE",Thu Oct 04 12:14:20 +0000 2018
264,-265,-0.2732,0.0,0.095,0.905,"China is using its financial muscle to buy political influence in the EU, and the Europeans are nervous. Our cover… https://t.co/3NVIyvoJJL",Thu Oct 04 11:57:42 +0000 2018
265,-266,0.1027,0.128,0.112,0.76,"In 1972, the EPA took steps that helped save the bald eagle from extinction. There are worries that under President… https://t.co/Vq3dZ9AL7o",Thu Oct 04 11:56:20 +0000 2018
266,-267,-0.6124,0.0,0.217,0.783,America's trade deficit with South Korea has bothered Donald Trump. But the revised KORUS deal may have little impa… https://t.co/WHuMuQch1Z,Thu Oct 04 11:38:34 +0000 2018
267,-268,-0.046,0.102,0.11,0.788,The emerging markets most at risk account for a larger share of global GDP than in the past https://t.co/mcKEhcApYz https://t.co/bn1mCAb3ix,Thu Oct 04 11:22:35 +0000 2018
268,-269,0.875,0.44,0.0,0.56,"What makes chief executives’ habits fashionable is usually strong profit growth and share performance, which can be… https://t.co/T7zXfXjGMG",Thu Oct 04 11:06:41 +0000 2018
269,-270,0.0,0.0,0.0,1.0,"If a deal for Barrick Gold to buy Randgold goes through, it would be the world's biggest gold-mining company https://t.co/5QsMjFq9q0",Thu Oct 04 10:50:41 +0000 2018
270,-271,-0.1027,0.129,0.149,0.722,The inquiry into the Renewable Heat Incentive scandal has raised questions around Arlene Foster's future https://t.co/0O91DOV8qD,Thu Oct 04 10:32:12 +0000 2018
271,-272,0.3612,0.135,0.0,0.865,Esi Edugyan makes Wash a gifted storyteller; his keen observations bear the hallmarks of his artistic sensibility https://t.co/noBe3vU8Z8,Thu Oct 04 10:12:53 +0000 2018
272,-273,0.6124,0.301,0.156,0.543,Both the rich and poor world are under strain as the volume of rubbish has increased with economic growth https://t.co/ZFYBrodgNG,Thu Oct 04 09:53:46 +0000 2018
273,-274,0.5106,0.171,0.0,0.829,"As with the protagonist's piano-tuning, practising a craft to this degree of refinement is an impressive feat https://t.co/slKgJgjGVU",Thu Oct 04 09:35:18 +0000 2018
274,-275,-0.7783,0.077,0.338,0.586,"When it comes to the growing threat from Russia, Sweden is preparing for the worst  https://t.co/1OTQK7jGHl",Thu Oct 04 09:16:23 +0000 2018
275,-276,0.6951,0.347,0.171,0.482,"Matilda‘s refusal to be squashed by ignorant, lazy adults is what makes the novel so thrillingly enjoyable https://t.co/Kwwve4vKfS",Thu Oct 04 09:00:51 +0000 2018
276,-277,0.2648,0.094,0.0,0.906,"The average adult migrant from the European Economic Area yielded £2,370 more for the Treasury in 2017 than the ave… https://t.co/7GYomRjE9H",Thu Oct 04 08:42:35 +0000 2018
277,-278,-0.3818,0.0,0.178,0.822,Kremlin-backed candidates are losing elections following a proposed hike in Russia's retirement age https://t.co/VNyqZEPkYR,Thu Oct 04 08:24:11 +0000 2018
278,-279,0.128,0.124,0.098,0.777,"Security expert @schneierblog discusses hacking, human vulnerability and why any system that can be subverted proba… https://t.co/irSm5k0a64",Thu Oct 04 08:07:59 +0000 2018
279,-280,0.0,0.0,0.0,1.0,The developed world needs to relearn how to recycle  https://t.co/G4xq09KaCi,Thu Oct 04 07:51:28 +0000 2018
280,-281,0.0,0.0,0.0,1.0,Dr Frances Arnold's use of the process of “directed evolution” can tailor enzymes to make drugs and biofuels https://t.co/he9jDgQaDF,Thu Oct 04 07:35:12 +0000 2018
281,-282,0.5571,0.213,0.0,0.787,“Joy as an Act of Resistance” suggests that challenging prevailing attitudes does not always mean anger and broken… https://t.co/oO12KFuxkt,Thu Oct 04 07:18:56 +0000 2018
282,-283,0.7414,0.476,0.0,0.524,The most tangible creation of BRICS is making surprising progress https://t.co/Mg7iCbYsJA,Thu Oct 04 07:02:32 +0000 2018
283,-284,0.1263,0.209,0.14,0.651,Women are banned from certain jobs in 104 countries. These are some of the most surprising https://t.co/2hRCinL6na,Thu Oct 04 07:01:26 +0000 2018
284,-285,0.0,0.0,0.0,1.0,"Arabic is considered the second-most-spoken language in France, yet the teaching of the language in schools is rega… https://t.co/iCi3wlYE9f",Thu Oct 04 06:45:34 +0000 2018
285,-286,0.2846,0.125,0.0,0.875,"Citizens chafe against the free movement of goods and capital, but most of all people https://t.co/P8uiZUBnv7",Thu Oct 04 06:29:05 +0000 2018
286,-287,-0.2732,0.0,0.154,0.846,#MeToo activists have been invoking the philosophy in their efforts to expose professors who demand sex from studen… https://t.co/aeSL2hfBB2,Thu Oct 04 06:12:07 +0000 2018
287,-288,0.1761,0.281,0.223,0.496,The annoying habits of highly effective people https://t.co/Dtmz4OlUti,Thu Oct 04 06:04:18 +0000 2018
288,-289,0.0,0.0,0.0,1.0,Some were operated on just for being “difficult” https://t.co/bQ5iflc8qU,Thu Oct 04 05:49:16 +0000 2018
289,-290,0.0772,0.24,0.227,0.533,"Many comedians use laughter to overcome or acknowledge their suffering, transmogrifying personal darkness into light https://t.co/VYwkxntnXp",Thu Oct 04 05:33:58 +0000 2018
290,-291,-0.5574,0.0,0.231,0.769,E-cigarette vapour can contain high levels of nasty chemicals such as formaldehyde https://t.co/nWM2NTiSYR,Thu Oct 04 05:17:30 +0000 2018
291,-292,-0.2732,0.0,0.095,0.905,The Raleses' acquisition policy is rigorous. Each artist they buy has to have been exhibiting for at least 15 years https://t.co/7WhIs0cV4W,Thu Oct 04 05:01:22 +0000 2018
292,-293,-0.5574,0.0,0.167,0.833,"In 1990, 12.5m children around the world died before their fifth birthdays. Last year, the figure was 5.4m https://t.co/Ovb770ROsT",Thu Oct 04 04:43:39 +0000 2018
293,-294,-0.8555,0.0,0.276,0.724,"Suicide is the leading cause of death for all Indians between ages 15 and 39, and for Indian women between 15 and 49 https://t.co/lqQs1hKzhM",Thu Oct 04 04:28:02 +0000 2018
294,-295,-0.296,0.116,0.214,0.67,Many countries are questioning the benefits of globalisation. The nastiest rows occur when immigration enters the e… https://t.co/UXApBfjPud,Thu Oct 04 04:10:56 +0000 2018
